Video ID,idx_trial,trial,idx_time,side_left_right,side_top_bottom,idx_velocity_y,idx_x_position,idx_y_position,length,Final Color,Final X Position,Final Y Position,Final X Velocity,Final Y Velocity,PCCNVC,PCCOVC,PVC,length_ms,idx_position,bounce_x_y,idx_pos_y_bounce,last_visible_color_idx,last_visible_color,color_entered,color_next,color_after_next,correct_response,Dataset Block,Dataset Block Video,Bounces,Random Bounces,Color Change Bounce,Color Change Random,PCCNVC_effective,PCCOVC_effective,PVC_effective,Bounces observable,Random Bounces observable,Color Change Bounce observable,Color Change Random observable,PCCNVC_effective_observable,PCCOVC_effective_observable,PVC_effective_observable,Hazard Rate,Contingency,cwl
86,69,Straight,0,0,0,0,-1,-1.0,202,green,106.0,59.857143,27.306666662399998,-20.48,0.1,0.1,0.025,6060,-1,,,197,2,2,3,1,2,24,1,4,1,1,6,0.030456852791878174,0.2,0.005050505050505051,1,0,0,2,0.04081632653061224,0.0,0.0,High,Low,-0.85697925
87,70,Straight,1,1,0,0,-1,-1.0,264,blue,128.0,72.71429,-27.306666662399998,-20.48,0.1,0.5125000000000001,0.025,7920,-1,,,251,3,3,1,2,3,14,8,5,1,1,9,0.03488372093023256,0.16666666666666666,0.003861003861003861,0,0,0,3,0.05172413793103448,0.0,0.0,High,Medium,-0.63879704
88,71,Straight,2,0,1,1,-1,-1.0,248,red,150.0,183.5,27.306666662399998,34.1333333248,0.0065,0.925,0.025,7440,-1,,,227,1,1,2,3,1,8,10,6,2,8,0,0.0,1.0,0.008264462809917356,0,1,1,0,0.0,1.0,0.018518518518518517,Low,High,-1.0
89,72,Straight,0,0,1,1,-1,-1.0,330,red,106.0,217.64285,27.306666662399998,34.1333333248,0.0065,0.1,0.025,9900,-1,,,325,1,1,2,3,1,2,6,8,1,3,3,0.009345794392523364,0.3333333333333333,0.003105590062111801,0,1,1,1,0.013888888888888888,1.0,0.0136986301369863,Low,Low,-0.95414436
90,73,Straight,1,1,1,0,-1,-1.0,324,green,128.0,218.42857,-27.306666662399998,20.48,0.1,0.5125000000000001,0.025,9720,-1,,,311,2,2,3,1,2,24,8,7,3,4,10,0.03184713375796178,0.4,0.00946372239747634,0,0,0,3,0.037037037037037035,0.0,0.0,High,Medium,-0.6632402
91,74,Straight,2,1,1,0,-1,-1.0,217,blue,106.0,96.5,-27.306666662399998,20.48,0.1,0.925,0.025,6510,-1,,,196,3,3,1,2,3,6,5,4,1,4,5,0.02358490566037736,0.8,0.004694835680751174,1,0,1,1,0.015384615384615385,1.0,0.0,High,High,-0.6171541
92,75,Straight,0,0,0,0,-1,-1.0,283,blue,106.0,119.64286,27.306666662399998,-20.48,0.0065,0.1,0.025,8490,-1,,,278,3,3,1,2,3,5,6,4,2,1,0,0.0,0.16666666666666666,0.007168458781362007,0,1,0,0,0.0,0.0,0.0136986301369863,Low,Low,-1.0
93,76,Straight,1,1,0,1,-1,-1.0,282,red,128.0,121.0,-27.306666662399998,-34.1333333248,0.0065,0.5125000000000001,0.025,8460,-1,,,269,3,3,1,2,1,2,5,6,3,2,2,0.007326007326007326,0.2222222222222222,0.010869565217391304,1,1,0,1,0.012987012987012988,0.0,0.01282051282051282,Low,Medium,0.08719669
94,77,Straight,2,0,0,1,-1,-1.0,263,green,150.0,83.0,27.306666662399998,-34.1333333248,0.1,0.925,0.025,7890,-1,,,242,1,1,2,3,2,6,7,6,2,6,8,0.03137254901960784,0.75,0.007782101167315175,0,2,2,3,0.045454545454545456,1.0,0.029411764705882353,High,High,0.3516353
95,78,Straight,0,0,0,1,-1,-1.0,237,green,106.0,93.42857,27.306666662399998,-34.1333333248,0.1,0.1,0.025,7110,-1,,,232,2,2,3,1,2,3,3,6,0,1,11,0.047619047619047616,0.16666666666666666,0.0,0,0,0,3,0.06,0.0,0.0,High,Low,-0.78450555
96,79,Straight,1,0,0,1,-1,-1.0,239,blue,128.0,92.14286,27.306666662399998,-34.1333333248,0.0065,0.5125000000000001,0.025,7170,-1,,,226,3,3,1,2,3,3,5,5,2,4,1,0.004310344827586207,0.5714285714285714,0.008547008547008548,0,0,0,0,0.0,0.0,0.0,Low,Medium,-0.94541395
97,80,Straight,2,1,1,0,-1,-1.0,277,red,106.0,196.14285,-27.306666662399998,20.48,0.0065,0.925,0.025,8310,-1,,,256,1,1,2,3,1,22,2,4,1,3,0,0.0,0.6,0.003663003663003663,1,0,0,0,0.0,0.0,0.0,Low,High,-1.0
98,81,Straight,0,0,1,1,-1,-1.0,231,red,106.0,125.85714,27.306666662399998,34.1333333248,0.1,0.1,0.025,6930,-1,,,226,3,3,1,2,1,7,4,5,2,0,10,0.044642857142857144,0.0,0.008849557522123894,1,1,0,4,0.056338028169014086,0.0,0.013888888888888888,High,Low,0.18596418
99,82,Straight,1,1,0,0,-1,-1.0,207,green,128.0,107.85714,-27.306666662399998,-20.48,0.1,0.5125000000000001,0.025,6210,-1,,,194,1,1,2,3,2,20,10,3,2,3,7,0.034653465346534656,0.6,0.00980392156862745,1,1,1,2,0.03571428571428571,0.5,0.017543859649122806,High,Medium,0.2957962
100,83,Straight,2,1,1,0,-1,-1.0,228,blue,106.0,156.28572,-27.306666662399998,20.48,0.0065,0.925,0.025,6840,-1,,,207,3,3,1,2,3,17,3,4,2,6,0,0.0,1.0,0.008928571428571428,1,1,2,0,0.0,1.0,0.012658227848101266,Low,High,-1.0
101,84,Straight,0,1,1,1,-1,-1.0,279,blue,150.0,162.5,-27.306666662399998,34.1333333248,0.0065,0.1,0.025,8370,-1,,,274,3,3,1,2,3,5,4,7,0,1,1,0.003676470588235294,0.14285714285714285,0.0,1,0,0,1,0.013888888888888888,0.0,0.0,Low,Low,-0.9817528
102,0,Bounce,-1,0,1,0,0,,340,red,125.11467,232.164,27.306666662399998,-20.48,0.0065,0.1,0.025,10200,-1,,,328,1,1,2,3,1,12,3,6,1,0,0,0.0,0.0,0.0029940119760479044,2,0,0,0,0.0,0.0,0.0,Low,Low,-1.0
103,1,Bounce,-1,0,0,0,0,,263,green,125.11467,23.836,27.306666662399998,20.48,0.1,0.5125000000000001,0.025,7890,-1,,,251,1,1,2,3,2,16,7,5,1,4,9,0.03501945525291829,0.6666666666666666,0.003875968992248062,1,1,2,2,0.030303030303030304,1.0,0.014925373134328358,High,Medium,0.5439978
104,2,Bounce,-1,1,1,1,1,,240,blue,130.88533,222.60667,-27.306666662399998,-34.1333333248,0.1,0.925,0.025,7200,-1,,,228,1,1,2,3,3,21,9,6,1,6,7,0.030042918454935622,0.8571428571428571,0.004273504273504274,3,0,3,3,0.03896103896103896,1.0,0.0,High,High,0.21436833
105,3,Bounce,-1,0,0,1,0,,248,blue,125.11467,33.393333,27.306666662399998,34.1333333248,0.0065,0.1,0.025,7440,-1,,,236,3,3,1,2,3,3,1,7,1,0,3,0.0125,0.0,0.004149377593360996,2,1,0,0,0.0,0.0,0.01818181818181818,Low,Low,-0.8710708
106,4,Bounce,-1,1,0,1,1,,215,red,130.88533,33.393333,-27.306666662399998,34.1333333248,0.0065,0.5125000000000001,0.025,6450,-1,,,203,1,1,2,3,1,17,9,5,1,3,0,0.0,0.5,0.004761904761904762,3,0,1,0,0.0,0.3333333333333333,0.0,Low,Medium,-0.5
107,5,Bounce,-1,1,1,0,1,,211,green,130.88533,232.164,-27.306666662399998,-20.48,0.1,0.925,0.025,6330,-1,,,199,1,1,2,3,2,9,11,4,1,4,5,0.024271844660194174,0.8,0.004830917874396135,2,1,2,2,0.037037037037037035,0.6666666666666666,0.01818181818181818,High,High,0.6538654
108,6,Bounce,-1,1,0,0,1,,357,green,130.88533,23.836,-27.306666662399998,20.48,0.1,0.1,0.025,10710,-1,,,345,1,1,2,3,2,1,8,7,2,0,16,0.04597701149425287,0.0,0.005714285714285714,3,1,0,7,0.07526881720430108,0.0,0.010638297872340425,High,Low,0.31694058
109,7,Bounce,-1,1,0,0,1,,230,blue,130.88533,23.836,-27.306666662399998,20.48,0.0065,0.5125000000000001,0.025,6900,-1,,,218,2,2,3,1,3,13,2,5,1,1,0,0.0,0.16666666666666666,0.0044444444444444444,1,1,1,0,0.0,0.5,0.017857142857142856,Low,Medium,0.16666667
110,8,Bounce,-1,0,0,1,0,,238,red,125.11467,33.393333,27.306666662399998,34.1333333248,0.0065,0.925,0.025,7140,-1,,,226,3,3,1,2,1,13,1,7,2,9,0,0.0,1.0,0.008658008658008658,1,1,2,0,0.0,1.0,0.017857142857142856,Low,High,1.0
111,9,Bounce,-1,1,1,0,1,,226,red,130.88533,232.164,-27.306666662399998,-20.48,0.1,0.1,0.025,6780,-1,,,214,3,3,1,2,1,12,4,5,2,0,8,0.0365296803652968,0.0,0.00904977375565611,1,1,0,3,0.05454545454545454,0.0,0.017857142857142856,High,Low,0.27741602
112,10,Bounce,-1,0,1,1,0,,223,green,125.11467,222.60667,27.306666662399998,-34.1333333248,0.1,0.5125000000000001,0.025,6690,-1,,,211,1,1,2,3,2,9,8,7,1,5,7,0.03255813953488372,0.625,0.004629629629629629,2,0,1,4,0.07272727272727272,0.5,0.0,High,Medium,0.5335622
113,11,Bounce,-1,0,1,1,0,,227,blue,125.11467,222.60667,27.306666662399998,-34.1333333248,0.0065,0.925,0.025,6810,-1,,,215,2,2,3,1,3,13,9,7,0,4,0,0.0,0.5714285714285714,0.0,2,0,2,0,0.0,1.0,0.0,Low,High,0.5714286
114,12,Bounce,-1,0,0,0,0,,201,blue,125.11467,23.836,27.306666662399998,20.48,0.0065,0.1,0.025,6030,-1,,,189,2,2,3,1,3,13,4,4,1,1,1,0.00510204081632653,0.2,0.005076142131979695,1,0,1,0,0.0,1.0,0.0,Low,Low,0.23172101
115,13,Bounce,-1,1,1,0,1,,467,red,130.88533,232.164,-27.306666662399998,-20.48,0.1,0.5125000000000001,0.025,14010,-1,,,455,3,3,1,2,1,9,4,9,2,5,16,0.03508771929824561,0.45454545454545453,0.004366812227074236,2,1,1,3,0.024390243902439025,0.3333333333333333,0.008064516129032258,High,Medium,0.4568036
116,14,Bounce,-1,1,1,0,1,,526,green,130.88533,232.164,-27.306666662399998,-20.48,0.1,0.925,0.025,15780,-1,,,514,1,1,2,3,2,25,2,10,2,11,14,0.027237354085603113,0.9166666666666666,0.003875968992248062,1,0,1,7,0.04093567251461988,1.0,0.0,High,High,0.6979362
117,15,Bounce,-1,0,0,1,0,,256,green,125.11467,33.393333,27.306666662399998,34.1333333248,0.0065,0.1,0.025,7680,-1,,,244,2,2,3,1,2,20,5,7,1,2,2,0.008064516129032258,0.25,0.004016064257028112,2,0,0,1,0.01694915254237288,0.0,0.0,Low,Low,-0.6869789
118,16,Bounce,-1,1,1,1,1,,209,blue,130.88533,222.60667,-27.306666662399998,-34.1333333248,0.0065,0.5125000000000001,0.025,6270,-1,,,197,3,3,1,2,3,5,9,6,1,1,0,0.0,0.14285714285714285,0.0049261083743842365,2,1,0,0,0.0,0.0,0.01818181818181818,Low,Medium,-0.85714287
119,17,Bounce,-1,0,0,1,0,,205,red,125.11467,33.393333,27.306666662399998,34.1333333248,0.1,0.925,0.025,6150,-1,,,193,3,3,1,2,1,24,5,5,1,6,7,0.035175879396984924,1.0,0.005,2,0,2,2,0.03636363636363636,1.0,0.0,High,High,0.6798122
120,18,Bounce,-1,0,0,0,0,,217,red,125.11467,23.836,27.306666662399998,20.48,0.1,0.1,0.025,6510,-1,,,205,3,3,1,2,1,25,1,5,1,0,9,0.04265402843601896,0.0,0.0047169811320754715,1,0,0,2,0.058823529411764705,0.0,0.0,High,Low,0.30422354
121,19,Bounce,-1,1,0,1,1,,222,green,130.88533,33.393333,-27.306666662399998,34.1333333248,0.0065,0.5125000000000001,0.025,6660,-1,,,210,2,2,3,1,2,19,9,6,1,3,1,0.004651162790697674,0.42857142857142855,0.004629629629629629,3,0,0,0,0.0,0.0,0.0,Low,Medium,-0.54336137
122,20,Bounce,-1,1,1,1,1,,252,blue,130.88533,222.60667,-27.306666662399998,-34.1333333248,0.0065,0.925,0.025,7560,-1,,,240,2,2,3,1,3,18,6,6,1,6,0,0.0,0.8571428571428571,0.0040650406504065045,4,0,4,0,0.0,1.0,0.0,Low,High,0.85714287
123,21,Bounce,-1,0,0,0,0,,287,blue,125.11467,23.836,27.306666662399998,20.48,0.1,0.1,0.025,8610,-1,,,275,2,2,3,1,3,18,11,6,2,2,7,0.025089605734767026,0.25,0.0071174377224199285,1,2,1,4,0.044444444444444446,0.3333333333333333,0.021739130434782608,High,Low,0.35019714
124,22,Bounce,-1,1,1,0,1,,346,red,130.88533,232.164,-27.306666662399998,-20.48,0.1,0.5125000000000001,0.025,10380,-1,,,334,1,1,2,3,1,25,4,7,3,3,13,0.03869047619047619,0.3,0.008849557522123894,1,2,1,4,0.042105263157894736,0.3333333333333333,0.020618556701030927,High,Medium,-0.47572273
125,23,Bounce,-1,0,1,1,0,,279,green,125.11467,222.60667,27.306666662399998,-34.1333333248,0.0065,0.925,0.025,8370,-1,,,267,1,1,2,3,2,12,11,7,2,7,1,0.003703703703703704,0.7777777777777778,0.007352941176470588,3,0,3,0,0.0,1.0,0.0,Low,High,0.7554009
126,24,Bounce,-1,0,0,1,0,,314,green,125.11467,33.393333,27.306666662399998,34.1333333248,0.0065,0.1,0.025,9420,-1,,,302,2,2,3,1,2,25,8,9,2,1,0,0.0,0.09090909090909091,0.006557377049180328,2,1,0,0,0.0,0.0,0.016666666666666666,Low,Low,-0.90909094
127,25,Bounce,-1,0,1,1,0,,213,blue,125.11467,222.60667,27.306666662399998,-34.1333333248,0.1,0.5125000000000001,0.025,6390,-1,,,201,1,1,2,3,3,9,3,5,0,4,7,0.03365384615384615,0.8,0.0,2,0,2,3,0.05454545454545454,1.0,0.0,High,Medium,0.21972728
128,26,Bounce,-1,1,1,0,1,,237,red,130.88533,232.164,-27.306666662399998,-20.48,0.1,0.925,0.025,7110,-1,,,225,3,3,1,2,1,1,6,5,0,4,7,0.03017241379310345,0.8,0.0,1,0,1,2,0.03571428571428571,1.0,0.0,High,High,0.6228681
129,27,Bounce,-1,1,1,0,1,,235,red,130.88533,232.164,-27.306666662399998,-20.48,0.0065,0.1,0.025,7050,-1,,,223,1,1,2,3,1,21,4,6,1,0,2,0.008771929824561403,0.0,0.004366812227074236,1,1,0,0,0.0,0.0,0.017857142857142856,Low,Low,-0.90773517
130,28,Bounce,-1,0,0,0,0,,209,green,125.11467,23.836,27.306666662399998,20.48,0.0065,0.5125000000000001,0.025,6270,-1,,,197,1,1,2,3,2,10,3,4,2,5,0,0.0,0.8333333333333334,0.00975609756097561,1,1,2,0,0.0,1.0,0.021739130434782608,Low,Medium,0.8333333
131,29,Bounce,-1,1,0,1,1,,329,blue,130.88533,33.393333,-27.306666662399998,34.1333333248,0.1,0.925,0.025,9870,-1,,,317,1,1,2,3,3,8,2,9,1,10,11,0.034482758620689655,1.0,0.003125,3,1,4,3,0.03333333333333333,1.0,0.01098901098901099,High,High,0.26741648
132,30,Bounce,-1,0,1,0,0,,263,blue,125.11467,232.164,27.306666662399998,-20.48,0.1,0.1,0.025,7890,-1,,,251,2,2,3,1,3,15,9,5,1,1,10,0.038910505836575876,0.16666666666666666,0.003875968992248062,1,0,0,4,0.05063291139240506,0.0,0.0,High,Low,0.34920305
133,31,Bounce,-1,0,1,0,0,,274,red,125.11467,232.164,27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,8220,-1,,,262,3,3,1,2,1,1,1,5,1,5,0,0.0,0.8333333333333334,0.0037174721189591076,2,0,2,0,0.0,1.0,0.0,Low,Medium,0.8333333
134,32,Bounce,-1,1,0,1,1,,244,green,130.88533,33.393333,-27.306666662399998,34.1333333248,0.0065,0.925,0.025,7320,-1,,,232,1,1,2,3,2,11,6,7,2,8,2,0.00851063829787234,0.8888888888888888,0.008438818565400843,3,0,3,1,0.02040816326530612,1.0,0.0,Low,High,0.81876034
135,33,Bounce,-1,1,0,1,1,,211,green,130.88533,33.393333,-27.306666662399998,34.1333333248,0.1,0.1,0.025,6330,-1,,,199,1,1,2,3,2,4,2,5,1,0,9,0.04390243902439024,0.0,0.0048543689320388345,2,1,0,3,0.04838709677419355,0.0,0.015873015873015872,High,Low,0.30914566
136,34,Bounce,-1,0,1,0,0,,320,blue,125.11467,232.164,27.306666662399998,-20.48,0.1,0.5125000000000001,0.025,9600,-1,,,308,2,2,3,1,3,25,9,7,1,4,12,0.038461538461538464,0.5,0.003194888178913738,2,0,1,5,0.0641025641025641,0.5,0.0,High,Medium,0.47140306
